problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train/look_at_obj_in_light-Statue-None-FloorLamp-205/trial_T20190908_103342_172151,look at a statue by the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o StatueType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject statue)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation lamp)
(LookAtObject statue)
"
train/look_at_obj_in_light-Statue-None-FloorLamp-205/trial_T20190908_103342_172151,look at a statue by the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o StatueType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject statue)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation lamp)
(LookAtObject statue)"
train/look_at_obj_in_light-Statue-None-FloorLamp-205/trial_T20190908_103342_172151,look at a statue by the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o StatueType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject statue)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation desklamp)
(LookAtObject statue desklamp)
"
train/look_at_obj_in_light-Statue-None-FloorLamp-205/trial_T20190908_103342_172151,look at a statue by the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o StatueType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject statue)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation lamp)
(LookAtObject statue)"
train/look_at_obj_in_light-Statue-None-FloorLamp-205/trial_T20190908_103342_172151,look at a statue by the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o StatueType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation sidetable)
(PickupObject statue)
(GotoLocation floorlamp)
(ToggleObject floorlamp)","(GotoLocation lamp)
(LookAtObject statue)"
train/pick_cool_then_place_in_recep-BreadSliced-None-CounterTop-13/trial_T20190907_202750_253897,move a slice of chilled bread to the counter by the wine.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation cabinet)
(PutObject knife cabinet)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation countertop)
(PutObject bread countertop)","(GotoLocation fridge)
(PickupObject bread)
(GotoLocation countertop)
(PutObject bread countertop)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-CounterTop-13/trial_T20190907_202750_253897,move a slice of chilled bread to the counter by the wine.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation cabinet)
(PutObject knife cabinet)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation countertop)
(PutObject bread countertop)","(GotoLocation fridge)
(PickupObject bread)
(GotoLocation countertop)
(PutObject bread countertop)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-CounterTop-13/trial_T20190907_202750_253897,move a slice of chilled bread to the counter by the wine.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation cabinet)
(PutObject knife cabinet)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation countertop)
(PutObject bread countertop)","(GotoLocation fridge)
(PickupObject bread)
(GotoLocation counter)
(PutObject bread counter)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-CounterTop-13/trial_T20190907_202750_253897,move a slice of chilled bread to the counter by the wine.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation cabinet)
(PutObject knife cabinet)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation countertop)
(PutObject bread countertop)","(GotoLocation fridge)
(PickupObject breadslice)
(GotoLocation countertop)
(PutObject breadslice countertop)
"
train/pick_cool_then_place_in_recep-BreadSliced-None-CounterTop-13/trial_T20190907_202750_253897,move a slice of chilled bread to the counter by the wine.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation cabinet)
(PutObject knife cabinet)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation fridge)
(CoolObject bread)
(GotoLocation countertop)
(PutObject bread countertop)","(GotoLocation fridge)
(PickupObject bread)
(GotoLocation countertop)
(PutObject bread countertop)
"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"pick up knife , cut potato , place potato in fridge , place potato into trash can.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation potato)
(SliceObject potato)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation countertop)
(PickupObject potato)
(GotoLocation fridge)
(CoolObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation potato)
(CutObject potato knife)
(GotoLocation fridge)
(PutObject potato fridge)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"pick up knife , cut potato , place potato in fridge , place potato into trash can.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation potato)
(SliceObject potato)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation countertop)
(PickupObject potato)
(GotoLocation fridge)
(CoolObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation countertop)
(PickupObject potato)
(CutObject potato knife)
(GotoLocation fridge)
(PutObject potato fridge)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"pick up knife , cut potato , place potato in fridge , place potato into trash can.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation potato)
(SliceObject potato)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation countertop)
(PickupObject potato)
(GotoLocation fridge)
(CoolObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation potato)
(CutObject knife potato)
(GotoLocation fridge)
(PutObject potato fridge)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"pick up knife , cut potato , place potato in fridge , place potato into trash can.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation potato)
(SliceObject potato)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation countertop)
(PickupObject potato)
(GotoLocation fridge)
(CoolObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation drawer)
(PickupObject knife)
(GotoLocation countertop)
(CutObject potato knife)
(GotoLocation fridge)
(PutObject potato fridge)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"pick up knife , cut potato , place potato in fridge , place potato into trash can.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation potato)
(SliceObject potato)
(GotoLocation fridge)
(PutObject knife fridge)
(GotoLocation countertop)
(PickupObject potato)
(GotoLocation fridge)
(CoolObject potato)
(GotoLocation garbagecan)
(PutObject potato garbagecan)","(GotoLocation drawer)
(PickupObject knife)
(GotoLocation countertop)
(CutObject potato knife)
(GotoLocation fridge)
(PutObject potato fridge)
(GotoLocation trashcan)
(PutObject potato trashcan)
"
train/pick_and_place_simple-CreditCard-None-Desk-310/trial_T20190908_033230_602789,put a credit card on a desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CreditCardType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)","(GotoLocation purse)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)
"
train/pick_and_place_simple-CreditCard-None-Desk-310/trial_T20190908_033230_602789,put a credit card on a desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CreditCardType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)","(GotoLocation wallet)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)
"
train/pick_and_place_simple-CreditCard-None-Desk-310/trial_T20190908_033230_602789,put a credit card on a desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CreditCardType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)","(GotoLocation wallet)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)
"
train/pick_and_place_simple-CreditCard-None-Desk-310/trial_T20190908_033230_602789,put a credit card on a desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CreditCardType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)","(GotoLocation wallet)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)
"
train/pick_and_place_simple-CreditCard-None-Desk-310/trial_T20190908_033230_602789,put a credit card on a desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CreditCardType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)","(GotoLocation wallet)
(PickupObject creditcard)
(GotoLocation desk)
(PutObject creditcard desk)
"
train/pick_heat_then_place_in_recep-Egg-None-CounterTop-30/trial_T20190909_130401_115312,heat an egg up and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation countertop)
(PutObject egg countertop)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg microwave)
(GotoLocation countertop)
(PutObject egg countertop)
"
train/pick_heat_then_place_in_recep-Egg-None-CounterTop-30/trial_T20190909_130401_115312,heat an egg up and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation countertop)
(PutObject egg countertop)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation stove)
(HeatObject egg stove)
(GotoLocation countertop)
(PutObject egg countertop)
"
train/pick_heat_then_place_in_recep-Egg-None-CounterTop-30/trial_T20190909_130401_115312,heat an egg up and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation countertop)
(PutObject egg countertop)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation stove)
(HeatObject egg stove)
(GotoLocation countertop)
(PutObject egg countertop)
"
train/pick_heat_then_place_in_recep-Egg-None-CounterTop-30/trial_T20190909_130401_115312,heat an egg up and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation countertop)
(PutObject egg countertop)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation stove)
(HeatObject egg stove)
(GotoLocation countertop)
(PutObject egg countertop)
"
train/pick_heat_then_place_in_recep-Egg-None-CounterTop-30/trial_T20190909_130401_115312,heat an egg up and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation countertop)
(PutObject egg countertop)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation stove)
(HeatObject egg stove)
(GotoLocation countertop)
(PutObject egg countertop)
"
train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-426/trial_T20190909_044756_658872,to put an empty roll on the toilet paper holder on the wall.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ToiletPaperType) 
                (receptacleType ?r ToiletPaperHangerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation countertop)
(PickupObject toiletpaper)
(GotoLocation toiletpaperhanger)
(PutObject toiletpaper toiletpaperhanger)","(GotoLocation bathroom)
(GotoLocation cabinet)
(PickupObject toiletroll)
(GotoLocation toiletpaperholder)
(PutObject toiletroll toiletpaperholder)
"
train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-426/trial_T20190909_044756_658872,to put an empty roll on the toilet paper holder on the wall.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ToiletPaperType) 
                (receptacleType ?r ToiletPaperHangerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation countertop)
(PickupObject toiletpaper)
(GotoLocation toiletpaperhanger)
(PutObject toiletpaper toiletpaperhanger)","(GotoLocation bathroomcabinet)
(PickupObject toiletpaper)
(GotoLocation toiletpaperholder)
(PutObject toiletpaper toiletpaperholder)
"
train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-426/trial_T20190909_044756_658872,to put an empty roll on the toilet paper holder on the wall.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ToiletPaperType) 
                (receptacleType ?r ToiletPaperHangerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation countertop)
(PickupObject toiletpaper)
(GotoLocation toiletpaperhanger)
(PutObject toiletpaper toiletpaperhanger)","(GotoLocation bathroomcabinet)
(PickupObject roll)
(GotoLocation wall)
(PutObject roll toiletpaperholder)
"
train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-426/trial_T20190909_044756_658872,to put an empty roll on the toilet paper holder on the wall.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ToiletPaperType) 
                (receptacleType ?r ToiletPaperHangerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation countertop)
(PickupObject toiletpaper)
(GotoLocation toiletpaperhanger)
(PutObject toiletpaper toiletpaperhanger)","(GotoLocation bathroom)
(GotoLocation toiletpaperholder)
(PickupObject empty_roll)
(GotoLocation toiletpaperholder)
(PutObject empty_roll toiletpaperholder)
"
train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-426/trial_T20190909_044756_658872,to put an empty roll on the toilet paper holder on the wall.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ToiletPaperType) 
                (receptacleType ?r ToiletPaperHangerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation countertop)
(PickupObject toiletpaper)
(GotoLocation toiletpaperhanger)
(PutObject toiletpaper toiletpaperhanger)","(GotoLocation cabinet)
(PickupObject roll)
(GotoLocation bathroom)
(PutObject roll toiletpaperholder)
"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233941_496641,use a large metal knife to slice up a tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(SliceObject tomato)","(GotoLocation kitchen)
(GotoLocation countertop)
(PickupObject knife)
(GotoLocation fridge)
(PickupObject tomato)
(GotoLocation countertop)
(SliceObject tomato knife)
"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233941_496641,use a large metal knife to slice up a tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(SliceObject tomato)","(GotoLocation knifeblock)
(PickupObject knifeknifeblock)
(GotoLocation countertop)
(PickupObject tomato)
(SliceObject tomato knifeknifeblock)
"
